x,y
127.14,16.74
127.22194082127261,16.797300793864515
127.29927437977967,16.860497106808097
127.3764172808903,16.924165386491197
127.45576089310413,16.98503301374475
127.53622784815207,17.044416757433186
127.61834568822421,17.101602898910855
127.69752998321746,17.162493769489767
127.77286429339112,17.22831980634994
127.85009680820276,17.291790554625567
127.93057251529983,17.3511895950067
128.0109404418078,17.410751578545653
128.08985583846925,17.472170665509346
128.16810847881206,17.534437879108
128.24639720187477,17.59665956520057
128.3250557703806,17.65840473397382
128.4043118236312,17.719378578075172
128.4839536752119,17.77985512530912
128.5635790191314,17.840355214638663
128.64290551579376,17.901243898868568
128.72194338962214,17.962506319715455
128.80074764387155,18.02406951080195
128.87942824110524,18.08579077493589
128.95816835077713,18.147434532094355
129.03715009362176,18.208766650438154
129.11639250133902,18.26976305062102
129.19573817327318,18.33062689148135
129.27502111731275,18.391572395825126
129.35412644260435,18.45274760517241
129.4330566464795,18.514148531497714
129.51183064616612,18.575749921352788
129.59047300964477,18.63751938054544
129.66905447564292,18.699366169827503
129.74766833703336,18.76117104872508
129.8264078347919,18.822814845364167
129.90532699841296,18.88422851655099
129.9843943544091,18.945452327678694
130.06356716139896,19.00654094922337
130.1428024819423,19.067549304307224
130.2220405879783,19.128553952825097
130.30119233058724,19.189669367055135
130.38016558685612,19.251013851630116
130.4588706124473,19.312702652626584
130.53733086744433,19.37470544910907
130.6157301351206,19.436785764168466
130.69426436029218,19.498691482642066
130.7731291798255,19.560170886245366
130.85241488076127,19.621108029022007
130.93195307522387,19.681720339042723
131.01153639385785,19.742275482774183
131.09095746730785,19.80304112668309
131.17005316933782,19.86422776835929
131.2489102258638,19.925723058199758
131.32770298219498,19.987301428944814
131.4066058781726,20.04873719118487
131.4857912788199,20.109807337169112
131.56529944263647,20.170459604051466
131.64496135856766,20.230912205485783
131.72458947691902,20.291407315928158
131.80399624799605,20.352187109834674
131.88300371777876,20.413481388099722
131.96161413802568,20.47528757740304
132.03998998321256,20.537396498240884
132.11829930956227,20.59959177348208
132.19671017329756,20.661657025995463
132.27537582301736,20.7233949645833
132.35429851748825,20.784802912790052
132.4333922870276,20.84599191411471
132.51257005402897,20.90707444008823
132.59174474088596,20.96816296224161
132.67083352462615,21.029364342953542
132.74980756310387,21.0907142782757
132.82867511470312,21.152199552292828
132.9074451668478,21.213805987949993
132.986126706962,21.275519408192288
133.06472929971554,21.33732506433057
133.14328025000617,21.399190639902464
133.22182750671385,21.46106337514621
133.30042018090148,21.522889359414663
133.37910738363203,21.584614682060664
133.45793820796948,21.646185448601933
133.53693824942533,21.70756886770023
133.61606340604772,21.768794743285486
133.69525671344246,21.82990443104284
133.77446120721535,21.89093928665745
133.85361992297223,21.95194066581447
133.93267768478717,22.01295135806139
134.01161364154746,22.07404167205613
134.0904378623665,22.135306706019456
134.16916152157867,22.19684244425706
134.24779579351824,22.258744871074587
134.32635185251968,22.32110997077772
134.40478982674549,22.384063727097516
134.48254062860755,22.448043139614022
134.5587219417687,22.513669289928895
134.6324473617558,22.581565662208533
134.7028304840957,22.652355740619324
134.76898490431526,22.726663009327652
134.8302146777459,22.804966226624757
134.8871197558179,22.886759430181115
134.94083990742706,22.971126463215587
134.99251668287457,23.057149815299393
135.04329163246163,23.14391197600378
135.0943063064894,23.23049543489996
135.1465315147819,23.31611959452503
135.1999848599859,23.40076821291021
135.25435329574262,23.48469018812116
135.30932344979382,23.56813467955508
135.36458194988128,23.65135084660917
135.4198154237468,23.734587848680633
135.47474583343262,23.818066667663473
135.52934397917824,23.90180984826821
135.5836875521007,23.985754694575323
135.63785465571783,24.069838181794335
135.69192339354743,24.15399728513476
135.74597186910736,24.238168979806133
135.8000729636903,24.322294706379072
135.85425264706876,24.406356017995098
135.90851210193276,24.490355662453393
135.9628522864692,24.57429657951865
136.01727415886495,24.658181708955578
136.07177867730687,24.74201399052888
136.12636271810277,24.82579874366501
136.1809755963126,24.90956901513793
136.23553589029203,24.99337577066455
136.28996166377547,25.077270275976545
136.34417098049767,25.161303796805583
136.39808190419313,25.245527598883317
136.4516200207092,25.329988195238194
136.50482734916457,25.41465853276099
136.55783756614764,25.499453646321587
136.6107868261086,25.584287005200288
136.66381128349775,25.669072078677367
136.71704709276526,25.75372233603312
136.77062389104577,25.838155393658134
136.82456151343334,25.92235873738123
136.8787885103009,26.00637793949435
136.9332306578179,26.090260337575767
136.9878137321536,26.17405326920377
137.0424635094775,26.257804071956663
137.09710666913455,26.341559499108982
137.15169104282504,26.42535261955415
137.2061858275058,26.509202680069176
137.26056116589092,26.5931283155794
137.31478720069458,26.67714816101019
137.3688340746309,26.7612808512869
137.42267391038132,26.845543789795908
137.47634680980286,26.92991209689725
137.5299763060122,27.01430899873304
137.58369104320923,27.098654542353447
137.6376196655936,27.18286877480862
137.69189081736505,27.26687174314873
137.74662569033958,27.350588035355727
137.80176162959532,27.434054262024354
137.85704494355141,27.517423437368777
137.91221304959544,27.600853993140532
137.96700336511512,27.68450436109115
138.02115330749803,27.768532972972157
138.07440308960088,27.853096634293742
138.12676663710724,27.938192920366593
138.17875787096744,28.0235285383419
138.23094398137016,28.108779206426906
138.28389215850402,28.193620642828837
138.3381695925577,28.27772856575495
138.3943384269082,28.360781436727244
138.45235976762018,28.44278442542374
138.51103255923164,28.52437442211875
138.5690229362292,28.606260509155394
138.62499703309933,28.68915176887678
138.67762098432863,28.773757283626015
138.7255617213128,28.860785719393423
138.76810055302684,28.950624754715722
138.8062301400424,29.042767956088955
138.84123876430843,29.136554439788057
138.87441470777335,29.231323322087867
138.90704625238598,29.32641371926328
138.94042167954547,29.421164747866506
138.9755260778642,29.515068538732905
139.01217584232498,29.60820703494191
139.0499058162195,29.700804272102985
139.0882508428397,29.79308428582559
139.12674576547724,29.885271111719202
139.16492542742398,29.977588785393266
139.20239491698916,30.07022811897546
139.23918134816077,30.16318032093544
139.27546870756035,30.256362404372513
139.31144124340582,30.349691258659853
139.3472832039152,30.443083773170628
139.38317883730647,30.536456837278017
139.41930574118558,30.629730293211807
139.45571007818435,30.72288234003025
139.49231752863508,30.81594467065766
139.529049317993,30.90895095597368
139.56582667171313,31.00193486685792
139.60257081525052,31.094930074190035
139.63920297406042,31.187970248849663
139.67566658679812,31.281079793263633
139.7119999540441,31.37424352874181
139.7482666943664,31.467435712669523
139.78453042657918,31.560630602329404
139.82085476949646,31.65380245500405
139.85730334193244,31.746925527976103
139.89393973849667,31.839974088239597
139.93080100885908,31.93293305326518
139.96784697903271,32.025818324536196
140.00502350991064,32.11865140668229
140.04227646238613,32.211453804333196
140.07955169735226,32.304247022118574
140.1167950757022,32.397052564668115
140.15395247564666,32.489891929793
140.19098911588927,32.58277900029155
140.2279265972597,32.67570545939277
140.26479673903037,32.768658966975714
140.30163136047344,32.86162718291939
140.3384622808612,32.95459776710288
140.3753213194659,33.047558379405224
140.41224029555983,33.14049667970545
140.44924657730385,33.23340197206662
140.4863335706874,33.32627610574605
140.52347903251672,33.419126710610456
140.56066063614878,33.51196144735164
140.59785605494048,33.60478797666141
140.63504296224878,33.69761395923155
140.67219903143064,33.790447055753866
140.7093020822146,33.88329488395868
140.74634749272457,33.97615990801578
140.7833646603539,34.06903460710726
140.82038687970822,34.161910316545374
140.857447445393,34.25477837164235
140.89457965201382,34.34763010771042
140.93181679417617,34.44045686006183
140.9691921664857,34.533249964008846
141.00672290040163,34.62600588477114
141.04426588558331,34.718771945587164
141.08158640657103,34.8116245436005
141.11844867260666,34.90464041723608
141.1546168929321,34.99789630491889
141.18985527678916,35.09146894507388
141.22392803341967,35.18543507612598
141.25659937206552,35.27987143650017
141.28769183813355,35.3748354612437
141.3173502513077,35.47027794517281
141.34583010852887,35.56611306011193
141.3733870068537,35.66225494475724
141.40027654333895,35.758617737804926
141.42675431504134,35.85511557795117
141.4530759190175,35.951662603892146
141.47949695232415,36.048172954324045
141.50622496120897,36.14457705573268
141.5332640487359,36.24087429576916
141.56056448478643,36.337082309926146
141.5880765388961,36.43321873381355
141.61575048060078,36.529301203041264
141.643536579436,36.62534735321917
141.67138510493746,36.72137481995719
141.6992463266409,36.81740123886522
141.72707492806916,36.91344228294958
141.75484474253105,37.009505110593715
141.78253479530585,37.10559457166044
141.81012411176806,37.201715515970406
141.8375917172921,37.29787279334423
141.8649166372524,37.394071253602576
141.89207789702334,37.49031574656602
141.9190545219794,37.58661112205521
141.9458324151811,37.682960501446104
141.97242805519446,37.77935932212481
141.99886641412755,37.87580088694891
142.025172464422,37.972278498692134
142.05137117851933,38.068785460128254
142.0774875288611,38.16531507403101
142.10354648788876,38.261860643174145
142.129573028044,38.35841547033143
142.15559296071962,38.454972566066566
142.18163562248415,38.5515237131108
142.2077312756578,38.64806037175233
142.2339101825649,38.74457400227801
142.26020260552974,38.84105606497474
142.28663880687645,38.93749802012932
142.31324904892932,39.033891328028645
142.3400635940124,39.130227448959616
142.36710145250237,39.22650101428209
142.39433694474943,39.32271925009438
142.42173329747848,39.41889250894876
142.4492537374142,39.51503114339752
142.47686149128128,39.61114550599298
142.50451978580455,39.70724594928741
142.53219184770856,39.80334282583313
142.55984090371823,39.89944648818242
142.5874326750794,39.99556656086507
142.61494303501908,40.09170970556933
142.6423504389885,40.18788183036498
142.66963334243925,40.28408884332157
142.69677020082307,40.38033665250872
142.7237394695917,40.47663116599603
142.75051960419674,40.5729782918531
142.77708906009002,40.66938393814953
142.80343785919067,40.76585080381639
142.82962054161152,40.86236368708862
142.8557140094669,40.9589011818212
142.88179518676165,41.055441875795495
142.9079409975005,41.151964356792824
142.93422836568845,41.24844721259458
142.96073421533023,41.34486903098207
142.98753547043083,41.441208399736695
143.0146870828005,41.53745003187778
143.04212826850673,41.63361090433753
143.0697602733309,41.7297185791101
143.09748432076316,41.82580062440381
143.12520163429355,41.921884608426986
143.15281343741222,42.01799809938794
143.18022095360925,42.11416866549498
143.20732540637476,42.21042387495644
143.23405236915045,42.30678449605349
143.2604588891255,42.40323458192615
143.28664618638268,42.499745850065366
143.31271551377424,42.59629000881097
143.33876812415198,42.6928387665028
143.36490527036815,42.7893638314807
143.39122820527464,42.885836912084514
143.41783818172365,42.982229716654096
143.44481202034066,43.07852079015951
143.47210194621945,43.174723541916585
143.49962056870322,43.27086246652784
143.52728048063705,43.366962063212426
143.55499427486612,43.463046831189445
143.58267454423552,43.559141269677994
143.61023388159037,43.65526987789719
143.63758487977591,43.75145715506615
143.66465893040603,43.847722312195046
143.6914856859778,43.94405691890517
143.71812679741006,44.04044354346558
143.7446439330059,44.13686474925507
143.77109876106823,44.23330309965245
143.79755294990005,44.32974115803654
143.82406816780426,44.426161487786096
143.8507060828072,44.52254665235977
143.87751215476862,44.61888389037091
143.90447194875748,44.71517771674934
143.93155719791542,44.8114366361668
143.95873963538403,44.907669153295025
143.9859909943049,45.003883772805715
144.0132830078197,45.10008899937063
144.04058740906999,45.19629333766145
144.06787593119742,45.29250529234994
144.09511451200387,45.38873458954468
144.12223978182107,45.48499713225288
144.14917912818788,45.58131077151035
144.17585993515019,45.67769335908923
144.2022095867537,45.77416274676157
144.22815546704422,45.870736786299474
144.25362496006758,45.96743332947504
144.27854544986945,46.06427022806032
144.302863095994,46.16126049371436
144.3266137664597,46.2583940122567
144.34986009149236,46.35565377050972
144.3726647059757,46.45302275409498
144.3950902447935,46.55048394863412
144.41719934282958,46.648020339748754
144.4390546349676,46.74561491306045
144.46071875583513,46.84325065427102
144.48224667810481,46.94091294680596
144.5036656360034,47.03859585452932
144.52499658862507,47.136295405038226
144.546260495064,47.234007625929834
144.56747831441427,47.33172854480123
144.5886710057701,47.42945418924961
144.60985952822566,47.52718058687208
144.63106484029413,47.62490376537645
144.65230257856737,47.72262076650124
144.6735700597586,47.82033212262629
144.6948606615753,47.91803911666358
144.71616776172496,48.01574303152496
